#Gn	Domain	Start	End	Eval
ZNF709	zf-C2H2	392	414	0.057
ZNF709	zf-C2H2	420	442	0.027
ZNF709	zf-C2H2	448	470	0.015
ZNF709	zf-C2H2	448	470	0.081
ZNF709	zf-C2H2	476	498	0.00052
ZNF709	zf-C2H2	476	498	0.02
ZNF709	zf-C2H2	504	526	0.0058
ZNF709	zf-C2H2	504	526	0.057
ZNF709	zf-C2H2	532	554	0.0036
ZNF709	zf-C2H2	532	554	0.064
ZNF709	zf-C2H2	560	582	0.008
ZNF709	zf-C2H2	560	582	0.11
ZNF709	zf-C2H2	588	610	0.015
ZNF709	zf-C2H2	616	638	0.031
ZNF709	zf-H2C2	116	149	1.4e-05
ZNF709	zf-H2C2	155	178	1.4e-07
ZNF709	zf-H2C2	184	205	5.3e-08
ZNF709	zf-H2C2	214	235	5.4e-08
ZNF709	zf-H2C2	239	262	3.2e-07
ZNF709	zf-H2C2	270	288	3.9e-06
ZNF709	zf-H2C2	295	318	2.8e-08
ZNF709	zf-H2C2	323	346	4.8e-08
ZNF709	zf-H2C2	350	374	2.2e-07
ZNF709	zf-H2C2	380	402	1.5e-07
ZNF709	zf-H2C2	407	430	2.9e-07
ZNF709	zf-H2C2	437	458	1.1e-07
ZNF709	zf-H2C2	463	486	2.2e-08
ZNF709	zf-H2C2	491	514	4.9e-08
ZNF709	zf-H2C2	519	542	4.9e-08
ZNF709	zf-H2C2	550	570	1.1e-07
ZNF709	zf-H2C2	576	598	1.9e-07
ZNF709	zf-H2C2	603	627	3.5e-07
ZNF70	zf-C2H2	140	162	0.004
ZNF70	zf-C2H2	140	162	5.5e-05
ZNF70	zf-C2H2	168	190	0.011
ZNF70	zf-C2H2	168	190	3.8e-05
ZNF70	zf-C2H2	196	218	0.0098
ZNF70	zf-C2H2	196	218	0.32
ZNF70	zf-C2H2	196	218	1e-05
ZNF70	zf-C2H2	224	246	0.00091
ZNF70	zf-C2H2	224	246	0.044
ZNF70	zf-C2H2	224	246	7.6e-06
ZNF70	zf-C2H2	252	274	0.00079
ZNF70	zf-C2H2	252	274	0.31
ZNF70	zf-C2H2	252	274	1.2e-05
ZNF70	zf-C2H2	280	302	0.00047
ZNF70	zf-C2H2	308	330	0.0018
ZNF70	zf-C2H2	308	330	1.5e-06
ZNF70	zf-C2H2	308	330	3.8e-05
ZNF70	zf-C2H2	336	358	0.016
ZNF70	zf-C2H2	336	358	3e-06
ZNF70	zf-C2H2	364	386	0.00074
ZNF70	zf-C2H2	364	386	0.22
ZNF70	zf-C2H2	395	413	0.018
ZNF70	zf-C2H2	419	441	0.0022
ZNF70	zf-C2H2	419	441	4.5e-06
ZNF70	zf-H2C2	154	178	1.5e-06
ZNF70	zf-H2C2	182	206	2e-08
ZNF70	zf-H2C2	210	234	8.3e-08
ZNF70	zf-H2C2	238	262	1.5e-09
ZNF70	zf-H2C2	266	289	5.7e-05
ZNF70	zf-H2C2	294	318	1.6e-09
ZNF70	zf-H2C2	322	346	1.9e-08
ZNF70	zf-H2C2	351	373	2.9e-05
ZNF70	zf-H2C2	378	402	0.00012
ZNF70	zf-H2C2	406	428	8.4e-06
ZNF710	zf-C2H2	296	317	0.00067
ZNF710	zf-C2H2	296	317	0.018
ZNF710	zf-C2H2	323	345	0.0021
ZNF710	zf-C2H2	323	345	0.024
ZNF710	zf-C2H2	351	373	0.00054
ZNF710	zf-C2H2	351	373	0.21
ZNF710	zf-C2H2	379	401	0.0015
ZNF710	zf-C2H2	379	401	0.022
ZNF710	zf-C2H2	407	429	0.01
ZNF710	zf-C2H2	407	429	0.019
ZNF710	zf-C2H2	435	457	0.00035
ZNF710	zf-C2H2	435	457	0.0075
ZNF710	zf-C2H2	463	485	0.012
ZNF710	zf-C2H2	463	485	0.11
ZNF710	zf-C2H2	491	513	0.00019
ZNF710	zf-C2H2	491	513	0.003
ZNF710	zf-C2H2	519	541	0.0005
ZNF710	zf-C2H2	519	541	0.0018
ZNF710	zf-C2H2	547	566	0.00011
ZNF710	zf-H2C2	309	334	0.00035
ZNF710	zf-H2C2	337	362	0.00042
ZNF710	zf-H2C2	365	389	0.0006
ZNF710	zf-H2C2	422	444	1.9e-05
ZNF710	zf-H2C2	450	473	0.0044
ZNF710	zf-H2C2	477	501	0.0014
ZNF710	zf-H2C2	505	529	0.00018
ZNF710	zf-H2C2	534	557	3.8e-06
ZNF710	zf-H2C2	564	585	0.00087
ZNF710	zf-H2C2	575	598	0.00027
ZNF711	zf-C2H2	383	405	0.00017
ZNF711	zf-C2H2	383	405	0.00053
ZNF711	zf-C2H2	505	527	0.022
ZNF711	zf-C2H2	505	527	2.9e-06
ZNF711	zf-C2H2	562	581	0.032
ZNF711	zf-C2H2	562	581	0.039
ZNF711	zf-C2H2	619	641	0.0055
ZNF711	zf-C2H2	677	698	0.00047
ZNF711	zf-C2H2	677	698	0.0038
ZNF711	zf-C2H2	733	755	0.088
ZNF711	zf-H2C2	398	424	0.029
ZNF711	zf-H2C2	414	437	0.42
ZNF711	zf-H2C2	476	501	1.5e-06
ZNF711	zf-H2C2	491	516	0.058
ZNF711	zf-H2C2	520	539	6.7e-07
ZNF711	zf-H2C2	533	556	0.0057
ZNF711	zf-H2C2	547	572	0.0044
ZNF711	zf-H2C2	590	615	0.00019
ZNF711	zf-H2C2	604	628	4.1e-06
ZNF711	zf-H2C2	634	656	0.056
ZNF711	zf-H2C2	647	672	0.0039
ZNF711	zf-H2C2	691	714	4.7e-07
ZNF711	zf-H2C2	704	729	0.00011
ZNF711	zf-H2C2	719	743	0.0022
ZNF711	Zfx_Zfy_act	320	368	3.9e-12
ZNF711	Zfx_Zfy_act	66	305	7.6e-80
ZNF713	KRAB	18	59	9.5e-25
ZNF713	zf-C2H2	273	295	1.6e-05
ZNF713	zf-C2H2	301	323	0.083
ZNF713	zf-C2H2	301	323	7.1e-05
ZNF713	zf-C2H2	329	351	0.0002
ZNF713	zf-C2H2	329	351	0.00059
ZNF713	zf-C2H2	329	351	0.032
ZNF713	zf-C2H2	357	379	0.0021
ZNF713	zf-C2H2	357	379	5.6e-05
ZNF713	zf-C2H2	385	407	0.0062
ZNF713	zf-C2H2	385	407	0.3
ZNF713	zf-C2H2	385	407	1e-05
ZNF713	zf-H2C2	287	311	2.2e-05
ZNF713	zf-H2C2	316	339	1.3e-08
ZNF713	zf-H2C2	343	367	8e-08
ZNF713	zf-H2C2	371	395	3.8e-09
ZNF714	zf-C2H2	172	194	0.0097
ZNF714	zf-C2H2	172	194	0.038
ZNF714	zf-C2H2	172	194	9.1e-06
ZNF714	zf-C2H2	200	222	0.21
ZNF714	zf-C2H2	200	222	8.3e-05
ZNF714	zf-C2H2	228	250	0.00059
ZNF714	zf-C2H2	256	278	0.00014
ZNF714	zf-C2H2	256	278	0.16
ZNF714	zf-C2H2	284	306	0.00015
ZNF714	zf-C2H2	284	306	0.031
ZNF714	zf-C2H2	284	306	0.24
ZNF714	zf-C2H2	312	334	0.002
ZNF714	zf-C2H2	340	362	0.12
ZNF714	zf-C2H2	340	362	8.9e-05
ZNF714	zf-C2H2	368	390	0.00017
ZNF714	zf-C2H2	396	418	0.023
ZNF714	zf-C2H2	396	418	0.029
ZNF714	zf-C2H2	396	418	4.4e-06
ZNF714	zf-C2H2	424	446	0.0011
ZNF714	zf-C2H2	424	446	0.0093
ZNF714	zf-C2H2	424	446	1e-06
ZNF714	zf-C2H2	452	474	0.018
ZNF714	zf-C2H2	452	474	5.7e-06
ZNF714	zf-C2H2	480	500	0.029
ZNF714	zf-C2H2	480	500	3.7e-05
ZNF714	zf-H2C2	132	153	9.8e-06
ZNF714	zf-H2C2	159	183	0.00025
ZNF714	zf-H2C2	187	211	1.9e-09
ZNF714	zf-H2C2	215	238	3.2e-06
ZNF714	zf-H2C2	242	267	1e-06
ZNF714	zf-H2C2	270	294	5.6e-05
ZNF714	zf-H2C2	299	322	2.4e-05
ZNF714	zf-H2C2	327	350	9.5e-09
ZNF714	zf-H2C2	354	379	4.2e-07
ZNF714	zf-H2C2	383	406	1.7e-07
ZNF714	zf-H2C2	410	434	7.4e-08
ZNF714	zf-H2C2	438	462	3.7e-09
ZNF714	zf-H2C2	466	490	1.7e-07
ZNF716	BolA	171	207	0.76
ZNF716	KRAB	16	56	2.2e-22
ZNF716	zf-C2H2	213	235	0.00089
ZNF716	zf-C2H2	213	235	0.0015
ZNF716	zf-C2H2	241	263	0.00084
ZNF716	zf-C2H2	241	263	0.045
ZNF716	zf-C2H2	241	263	0.16
ZNF716	zf-C2H2	296	318	0.0048
ZNF716	zf-C2H2	296	318	2.6e-06
ZNF716	zf-C2H2	324	346	0.00017
ZNF716	zf-C2H2	324	346	0.013
ZNF716	zf-C2H2	324	346	0.032
ZNF716	zf-C2H2	352	374	0.039
ZNF716	zf-C2H2	352	374	4.1e-05
ZNF716	zf-C2H2	380	402	0.00031
ZNF716	zf-C2H2	380	402	0.057
ZNF716	zf-C2H2	408	430	0.0048
ZNF716	zf-C2H2	408	430	0.0063
ZNF716	zf-C2H2	436	458	0.021
ZNF716	zf-C2H2	436	458	4e-05
ZNF716	zf-C2H2	464	486	0.037
ZNF716	zf-H2C2	200	223	9.6e-06
ZNF716	zf-H2C2	228	251	4.4e-09
ZNF716	zf-H2C2	255	279	9.8e-07
ZNF716	zf-H2C2	288	306	1.5e-06
ZNF716	zf-H2C2	311	334	7.3e-08
ZNF716	zf-H2C2	339	362	2.8e-07
ZNF716	zf-H2C2	367	390	1.1e-08
ZNF716	zf-H2C2	395	418	9.5e-08
ZNF716	zf-H2C2	423	446	8.5e-07
ZNF716	zf-H2C2	451	474	4.7e-08
ZNF717	KRAB	14	55	5.8e-22
ZNF717	zf-C2H2	304	326	0.0025
ZNF717	zf-C2H2	334	354	0.00027
ZNF717	zf-C2H2	388	410	0.023
ZNF717	zf-C2H2	388	410	1.6e-05
ZNF717	zf-C2H2	416	438	0.0016
ZNF717	zf-C2H2	416	438	0.18
ZNF717	zf-C2H2	444	466	0.012
ZNF717	zf-C2H2	444	466	8e-07
ZNF717	zf-C2H2	472	491	0.0056
ZNF717	zf-C2H2	500	522	0.002
ZNF717	zf-C2H2	500	522	0.016
ZNF717	zf-C2H2	528	550	0.00026
ZNF717	zf-C2H2	556	578	0.065
ZNF717	zf-C2H2	556	578	0.13
ZNF717	zf-C2H2	584	606	0.041
ZNF717	zf-C2H2	612	634	0.0099
ZNF717	zf-C2H2	612	634	1.1e-05
ZNF717	zf-C2H2	641	659	0.011
ZNF717	zf-C2H2	748	770	0.00024
ZNF717	zf-C2H2	748	770	0.17
ZNF717	zf-C2H2	776	798	0.0025
ZNF717	zf-C2H2	804	826	0.00096
ZNF717	zf-C2H2	804	826	0.083
ZNF717	zf-C2H2	832	854	0.01
ZNF717	zf-C2H2	832	854	6.6e-05
ZNF717	zf-C2H2	860	882	0.0049
ZNF717	zf-C2H2	860	882	3.8e-05
ZNF717	zf-H2C2	263	283	0.00056
ZNF717	zf-H2C2	322	342	1.4e-05
ZNF717	zf-H2C2	347	369	9.7e-06
ZNF717	zf-H2C2	375	398	1.1e-06
ZNF717	zf-H2C2	403	427	0.00016
ZNF717	zf-H2C2	431	453	1.1e-06
ZNF717	zf-H2C2	458	481	2.3e-08
ZNF717	zf-H2C2	488	510	1.7e-06
ZNF717	zf-H2C2	515	539	2e-05
ZNF717	zf-H2C2	543	565	3e-05
ZNF717	zf-H2C2	572	595	8.3e-06
ZNF717	zf-H2C2	602	622	3.3e-06
ZNF717	zf-H2C2	626	642	0.0054
ZNF717	zf-H2C2	735	757	4e-05
ZNF717	zf-H2C2	762	785	2.2e-07
ZNF717	zf-H2C2	792	814	6.2e-08
ZNF717	zf-H2C2	822	842	1.7e-05
ZNF717	zf-H2C2	847	869	2.9e-08
ZNF718	KRAB	4	44	7.9e-25
ZNF718	zf-C2H2	171	193	0.0041
ZNF718	zf-C2H2	171	193	0.0059
ZNF718	zf-C2H2	171	193	0.063
ZNF718	zf-C2H2	199	221	0.024
ZNF718	zf-C2H2	227	249	0.0076
ZNF718	zf-C2H2	227	249	2e-06
ZNF718	zf-C2H2	255	277	8.6e-05
ZNF718	zf-C2H2	283	305	0.00059
ZNF718	zf-C2H2	311	333	0.00026
ZNF718	zf-C2H2	311	333	0.022
ZNF718	zf-C2H2	339	361	0.00096
ZNF718	zf-C2H2	339	361	0.0032
ZNF718	zf-C2H2	339	361	1e-05
ZNF718	zf-C2H2	367	389	0.00086
ZNF718	zf-C2H2	395	417	0.00048
ZNF718	zf-C2H2	423	445	0.0037
ZNF718	zf-C2H2	423	445	0.21
ZNF718	zf-C2H2	423	445	2.1e-05
ZNF718	zf-C2H2	451	473	0.00012
ZNF718	zf-C2H2	451	473	0.00019
ZNF718	zf-C2H2	451	473	0.014
ZNF718	zf-H2C2	186	209	1.4e-08
ZNF718	zf-H2C2	214	238	5.5e-05
ZNF718	zf-H2C2	241	265	1.8e-07
ZNF718	zf-H2C2	270	293	0.0018
ZNF718	zf-H2C2	297	322	1e-05
ZNF718	zf-H2C2	326	349	2.2e-08
ZNF718	zf-H2C2	354	377	1.9e-08
ZNF718	zf-H2C2	382	405	4.3e-07
ZNF718	zf-H2C2	411	434	9.7e-06
ZNF718	zf-H2C2	437	462	5.6e-08
ZNF71	zf-C2H2	130	152	0.014
ZNF71	zf-C2H2	130	152	1.3e-06
ZNF71	zf-C2H2	158	180	0.00029
ZNF71	zf-C2H2	186	208	0.033
ZNF71	zf-C2H2	186	208	1.5e-06
ZNF71	zf-C2H2	214	236	0.021
ZNF71	zf-C2H2	214	236	0.031
ZNF71	zf-C2H2	214	236	4.7e-05
ZNF71	zf-C2H2	242	264	0.026
ZNF71	zf-C2H2	242	264	3.3e-06
ZNF71	zf-C2H2	270	292	0.007
ZNF71	zf-C2H2	270	292	3.3e-06
ZNF71	zf-C2H2	298	320	0.041
ZNF71	zf-C2H2	298	320	0.084
ZNF71	zf-C2H2	298	320	2.7e-05
ZNF71	zf-C2H2	326	348	0.073
ZNF71	zf-C2H2	326	348	9.8e-06
ZNF71	zf-C2H2	354	376	0.0098
ZNF71	zf-C2H2	354	376	0.022
ZNF71	zf-C2H2	354	376	6e-06
ZNF71	zf-C2H2	382	404	0.0027
ZNF71	zf-C2H2	382	404	0.26
ZNF71	zf-C2H2	410	432	0.26
ZNF71	zf-C2H2	410	432	2.3e-05
ZNF71	zf-C2H2	438	460	0.046
ZNF71	zf-C2H2	438	460	2.6e-06
ZNF71	zf-C2H2	466	488	0.00087
ZNF71	zf-C2H2	466	488	0.013
ZNF71	zf-C2H2	466	488	2e-07
ZNF71	zf-H2C2	145	167	1.2e-07
ZNF71	zf-H2C2	173	196	4.2e-07
ZNF71	zf-H2C2	200	224	1e-08
ZNF71	zf-H2C2	228	252	1.5e-07
ZNF71	zf-H2C2	257	280	4.6e-08
ZNF71	zf-H2C2	284	308	2.3e-08
ZNF71	zf-H2C2	313	336	1.3e-07
ZNF71	zf-H2C2	341	364	4.3e-07
ZNF71	zf-H2C2	368	392	3.1e-07
ZNF71	zf-H2C2	397	420	2.3e-06
ZNF71	zf-H2C2	425	447	9e-07
ZNF71	zf-H2C2	452	476	9.1e-08
ZNF720	KRAB	4	44	5.4e-24
ZNF721	zf-C2H2	153	175	0.025
ZNF721	zf-C2H2	153	175	5.5e-06
ZNF721	zf-C2H2	209	231	0.00038
ZNF721	zf-C2H2	237	259	0.00066
ZNF721	zf-C2H2	237	259	0.14
ZNF721	zf-C2H2	265	287	0.0019
ZNF721	zf-C2H2	293	315	0.065
ZNF721	zf-C2H2	293	315	2.2e-05
ZNF721	zf-C2H2	321	343	0.083
ZNF721	zf-C2H2	321	343	9.6e-06
ZNF721	zf-C2H2	349	371	0.00038
ZNF721	zf-C2H2	349	371	0.00066
ZNF721	zf-C2H2	349	371	0.014
ZNF721	zf-C2H2	377	399	0.00012
ZNF721	zf-C2H2	377	399	0.0075
ZNF721	zf-C2H2	377	399	1.2e-05
ZNF721	zf-C2H2	461	483	0.0013
ZNF721	zf-C2H2	489	511	0.00013
ZNF721	zf-C2H2	489	511	0.025
ZNF721	zf-C2H2	489	511	0.026
ZNF721	zf-C2H2	517	539	0.0067
ZNF721	zf-C2H2	545	567	0.035
ZNF721	zf-C2H2	545	567	1.1e-05
ZNF721	zf-C2H2	573	595	0.00092
ZNF721	zf-C2H2	573	595	0.012
ZNF721	zf-C2H2	573	595	3.7e-05
ZNF721	zf-C2H2	657	679	0.072
ZNF721	zf-C2H2	685	707	3.9e-06
ZNF721	zf-C2H2	741	763	4.1e-06
ZNF721	zf-C2H2	769	791	0.00064
ZNF721	zf-C2H2	797	818	7.4e-05
ZNF721	zf-C2H2	825	847	0.0056
ZNF721	zf-C2H2	853	875	0.058
ZNF721	zf-C2H2	853	875	5.7e-05
ZNF721	zf-C2H2	881	903	0.07
ZNF721	zf-C2H2	881	903	2.1e-05
ZNF721	zf-C2H2	96	116	0.0018
ZNF721	zf-H2C2	111	134	0.004
ZNF721	zf-H2C2	139	163	4.3e-09
ZNF721	zf-H2C2	201	218	0.00028
ZNF721	zf-H2C2	223	245	2.5e-07
ZNF721	zf-H2C2	252	275	7.2e-07
ZNF721	zf-H2C2	280	303	1.1e-08
ZNF721	zf-H2C2	307	331	2e-07
ZNF721	zf-H2C2	335	359	3.3e-08
ZNF721	zf-H2C2	363	388	2.8e-09
ZNF721	zf-H2C2	391	414	0.0004
ZNF721	zf-H2C2	425	444	9.7e-05
ZNF721	zf-H2C2	447	469	8.4e-07
ZNF721	zf-H2C2	476	500	1e-07
ZNF721	zf-H2C2	504	527	1.1e-08
ZNF721	zf-H2C2	533	555	1.1e-07
ZNF721	zf-H2C2	559	583	1.7e-08
ZNF721	zf-H2C2	587	611	4.1e-07
ZNF721	zf-H2C2	624	639	0.0035
ZNF721	zf-H2C2	643	666	0.0025
ZNF721	zf-H2C2	671	695	3.8e-09
ZNF721	zf-H2C2	699	722	0.00061
ZNF721	zf-H2C2	755	777	1.6e-07
ZNF721	zf-H2C2	784	808	2.5e-07
ZNF721	zf-H2C2	812	835	1.2e-08
ZNF721	zf-H2C2	841	863	8.2e-07
ZNF721	zf-H2C2	867	891	3.3e-07
ZNF723	KRAB	3	44	3.6e-22
ZNF723	zf-C2H2	173	195	0.00041
ZNF723	zf-C2H2	173	195	0.017
ZNF723	zf-C2H2	173	195	0.074
ZNF723	zf-C2H2	201	223	0.0047
ZNF723	zf-C2H2	201	223	2.6e-05
ZNF723	zf-C2H2	229	251	0.0088
ZNF723	zf-C2H2	229	251	0.06
ZNF723	zf-C2H2	229	251	3e-05
ZNF723	zf-C2H2	257	279	0.00014
ZNF723	zf-C2H2	257	279	0.0071
ZNF723	zf-C2H2	257	279	8.2e-05
ZNF723	zf-C2H2	285	307	0.00015
ZNF723	zf-C2H2	285	307	0.00062
ZNF723	zf-C2H2	285	307	0.021
ZNF723	zf-C2H2	313	335	0.013
ZNF723	zf-C2H2	313	335	2.8e-06
ZNF723	zf-C2H2	341	363	0.049
ZNF723	zf-C2H2	341	363	5.8e-05
ZNF723	zf-C2H2	369	391	0.064
ZNF723	zf-C2H2	369	391	0.12
ZNF723	zf-C2H2	369	391	7.8e-05
ZNF723	zf-C2H2	397	419	0.0065
ZNF723	zf-C2H2	397	419	0.021
ZNF723	zf-C2H2	397	419	4.8e-05
ZNF723	zf-C2H2	425	447	0.004
ZNF723	zf-C2H2	425	447	5.3e-05
ZNF723	zf-C2H2	453	475	0.0025
ZNF723	zf-C2H2	453	475	0.0087
ZNF723	zf-C2H2	453	475	8.8e-05
ZNF723	zf-C2H2	481	503	0.0028
ZNF723	zf-C2H2	481	503	0.039
ZNF723	zf-H2C2	166	182	0.016
ZNF723	zf-H2C2	187	211	0.003
ZNF723	zf-H2C2	216	239	1.3e-08
ZNF723	zf-H2C2	243	267	6.7e-09
ZNF723	zf-H2C2	271	295	7.9e-09
ZNF723	zf-H2C2	299	323	2.8e-09
ZNF723	zf-H2C2	327	351	2.6e-07
ZNF723	zf-H2C2	358	379	1.1e-07
ZNF723	zf-H2C2	383	407	1.1e-08
ZNF723	zf-H2C2	411	435	4.4e-07
ZNF723	zf-H2C2	440	463	1.4e-07
ZNF723	zf-H2C2	468	491	8e-06
ZNF724	KRAB	3	44	5.1e-22
ZNF724	zf-C2H2	170	192	0.00042
ZNF724	zf-C2H2	170	192	0.2
ZNF724	zf-C2H2	202	220	0.12
ZNF724	zf-C2H2	226	248	0.00048
ZNF724	zf-C2H2	226	248	0.18
ZNF724	zf-C2H2	258	276	0.26
ZNF724	zf-C2H2	282	304	0.011
ZNF724	zf-C2H2	282	304	1.7e-05
ZNF724	zf-C2H2	310	332	0.0066
ZNF724	zf-C2H2	310	332	7.2e-06
ZNF724	zf-C2H2	338	360	0.032
ZNF724	zf-C2H2	338	360	5.9e-05
ZNF724	zf-C2H2	366	388	0.032
ZNF724	zf-C2H2	366	388	5.9e-05
ZNF724	zf-C2H2	394	416	0.0056
ZNF724	zf-C2H2	394	416	0.021
ZNF724	zf-C2H2	394	416	4.3e-06
ZNF724	zf-C2H2	422	444	0.00017
ZNF724	zf-C2H2	422	444	0.016
ZNF724	zf-C2H2	422	444	0.057
ZNF724	zf-C2H2	450	472	0.0018
ZNF724	zf-C2H2	450	472	0.032
ZNF724	zf-C2H2	450	472	2.1e-06
ZNF724	zf-C2H2	478	500	0.00022
ZNF724	zf-C2H2	478	500	0.061
ZNF724	zf-C2H2	506	528	0.013
ZNF724	zf-C2H2	506	528	2.8e-05
ZNF724	zf-C2H2	534	556	0.00012
ZNF724	zf-C2H2	534	556	0.036
ZNF724	zf-C2H2	534	556	0.18
ZNF724	zf-C2H2	562	584	0.0066
ZNF724	zf-C2H2	590	612	0.0046
ZNF724	zf-C2H2	590	612	0.015
ZNF724	zf-C2H2	590	612	4.3e-05
ZNF724	zf-H2C2	163	179	0.17
ZNF724	zf-H2C2	213	236	2e-05
ZNF724	zf-H2C2	240	264	0.014
ZNF724	zf-H2C2	268	292	2.5e-06
ZNF724	zf-H2C2	297	320	0.00044
ZNF724	zf-H2C2	324	348	7.7e-09
ZNF724	zf-H2C2	353	376	1.3e-08
ZNF724	zf-H2C2	381	405	5.3e-09
ZNF724	zf-H2C2	408	432	1.4e-08
ZNF724	zf-H2C2	437	461	5.6e-08
ZNF724	zf-H2C2	464	488	3.1e-08
ZNF724	zf-H2C2	492	516	6.3e-08
ZNF724	zf-H2C2	521	543	1.5e-06
ZNF724	zf-H2C2	548	572	1.6e-08
ZNF724	zf-H2C2	577	600	1.9e-07
ZNF726	KRAB	4	44	2.1e-23
ZNF726P1	zf-C2H2	102	124	0.0057
ZNF726P1	zf-C2H2	102	124	4.3e-06
ZNF726P1	zf-C2H2	158	180	0.00028
ZNF726P1	zf-C2H2	158	180	0.21
ZNF726P1	zf-C2H2	74	91	0.0036
ZNF726P1	zf-H2C2	144	166	9.9e-07
ZNF726P1	zf-H2C2	173	185	0.057
ZNF726P1	zf-H2C2	38	57	2.9e-05
ZNF726P1	zf-H2C2	8	28	0.093
ZNF726P1	zf-RING	91	108	0.52
ZNF726	zf-C2H2	201	223	0.0013
ZNF726	zf-C2H2	201	223	0.019
ZNF726	zf-C2H2	257	279	0.034
ZNF726	zf-C2H2	257	279	1.2e-05
ZNF726	zf-C2H2	286	307	0.056
ZNF726	zf-C2H2	286	307	4.7e-05
ZNF726	zf-C2H2	313	335	0.0012
ZNF726	zf-C2H2	341	363	0.0065
ZNF726	zf-C2H2	369	391	0.00077
ZNF726	zf-C2H2	397	419	0.017
ZNF726	zf-C2H2	397	419	0.041
ZNF726	zf-C2H2	397	419	3.9e-05
ZNF726	zf-C2H2	425	447	0.0031
ZNF726	zf-C2H2	453	475	0.0011
ZNF726	zf-C2H2	453	475	0.0066
ZNF726	zf-C2H2	453	475	2e-05
ZNF726	zf-C2H2	481	503	0.025
ZNF726	zf-C2H2	481	503	4.2e-05
ZNF726	zf-C2H2	509	531	0.00047
ZNF726	zf-C2H2	509	531	0.089
ZNF726	zf-C2H2	537	559	0.0064
ZNF726	zf-C2H2	537	559	0.046
ZNF726	zf-C2H2	537	559	2.7e-05
ZNF726	zf-C2H2	565	587	0.014
ZNF726	zf-C2H2	565	587	0.029
ZNF726	zf-C2H2	565	587	2.2e-05
ZNF726	zf-C2H2	593	615	0.0015
ZNF726	zf-C2H2	651	673	0.0025
ZNF726	zf-C2H2	651	673	0.11
ZNF726	zf-C2H2	679	701	0.0044
ZNF726	zf-C2H2	679	701	0.18
ZNF726	zf-H2C2	165	182	0.048
ZNF726	zf-H2C2	216	239	5.9e-05
ZNF726	zf-H2C2	243	267	5.1e-07
ZNF726	zf-H2C2	272	295	1.7e-05
ZNF726	zf-H2C2	299	323	3.4e-07
ZNF726	zf-H2C2	328	351	3e-08
ZNF726	zf-H2C2	355	378	1.6e-07
ZNF726	zf-H2C2	384	406	8.6e-08
ZNF726	zf-H2C2	411	434	1.6e-08
ZNF726	zf-H2C2	439	463	4.5e-07
ZNF726	zf-H2C2	467	491	7.5e-09
ZNF726	zf-H2C2	496	518	1.7e-07
ZNF726	zf-H2C2	524	547	4.7e-09
ZNF726	zf-H2C2	551	575	1.7e-08
ZNF726	zf-H2C2	579	602	4.7e-08
ZNF726	zf-H2C2	609	632	9e-08
ZNF726	zf-H2C2	640	661	9.2e-08
ZNF726	zf-H2C2	668	688	0.001
ZNF727	KRAB	4	44	7.8e-24
ZNF727	zf-C2H2	200	222	0.0015
ZNF727	zf-C2H2	228	250	0.00081
ZNF727	zf-C2H2	228	250	0.0014
ZNF727	zf-C2H2	228	250	0.0092
ZNF727	zf-C2H2	256	278	0.2
ZNF727	zf-C2H2	256	278	0.25
ZNF727	zf-C2H2	340	362	4.7e-05
ZNF727	zf-C2H2	368	390	0.00073
ZNF727	zf-C2H2	368	390	0.01
ZNF727	zf-C2H2	368	390	0.21
ZNF727	zf-C2H2	396	418	0.00015
ZNF727	zf-C2H2	396	418	0.0014
ZNF727	zf-C2H2	424	446	0.0064
ZNF727	zf-C2H2	424	446	0.017
ZNF727	zf-C2H2	452	474	0.0008
ZNF727	zf-C2H2	452	474	0.0012
ZNF727	zf-C2H2	452	474	0.0097
ZNF727	zf-H2C2	192	210	0.26
ZNF727	zf-H2C2	214	238	3.5e-08
ZNF727	zf-H2C2	242	266	7e-07
ZNF727	zf-H2C2	270	294	1.7e-07
ZNF727	zf-H2C2	298	321	1.7e-08
ZNF727	zf-H2C2	326	351	2e-07
ZNF727	zf-H2C2	356	378	0.00015
ZNF727	zf-H2C2	382	406	2.4e-08
ZNF727	zf-H2C2	410	434	5.2e-06
ZNF727	zf-H2C2	438	462	2e-08
ZNF728	KRAB	3	44	2.8e-23
ZNF728	zf-C2H2	256	278	0.0046
ZNF728	zf-C2H2	256	278	5.2e-06
ZNF728	zf-C2H2	284	306	0.00015
ZNF728	zf-C2H2	284	306	0.13
ZNF728	zf-C2H2	312	334	0.00098
ZNF728	zf-C2H2	312	334	0.021
ZNF728	zf-C2H2	312	334	1.8e-06
ZNF728	zf-C2H2	341	362	0.014
ZNF728	zf-C2H2	368	390	0.00052
ZNF728	zf-C2H2	368	390	0.086
ZNF728	zf-C2H2	396	418	0.001
ZNF728	zf-C2H2	424	446	8.5e-05
ZNF728	zf-C2H2	452	474	0.0018
ZNF728	zf-C2H2	452	474	0.099
ZNF728	zf-C2H2	480	502	0.00024
ZNF728	zf-C2H2	480	502	0.013
ZNF728	zf-C2H2	508	530	0.00052
ZNF728	zf-C2H2	564	586	0.015
ZNF728	zf-C2H2	564	586	0.067
ZNF728	zf-C2H2	564	586	0.083
ZNF728	zf-C2H2	592	614	0.02
ZNF728	zf-C2H2	592	614	2e-05
ZNF728	zf-H2C2	161	177	0.26
